Source,Target,Type,Id,Label,Weight
274,46,Undirected,7393,,1
275,111,Undirected,7394,,1
276,225,Undirected,7395,,1
277,327,Undirected,7396,,1
277,296,Undirected,7397,,1
277,328,Undirected,7398,,1
277,329,Undirected,7399,,1
277,330,Undirected,7400,,1
277,331,Undirected,7401,,1
277,47,Undirected,7402,,1
278,95,Undirected,7403,,1
279,166,Undirected,7404,,1
280,332,Undirected,7405,,1
281,63,Undirected,7406,,1
282,33,Undirected,7407,,1
283,333,Undirected,7408,,1
283,251,Undirected,7409,,1
284,101,Undirected,7410,,1
284,229,Undirected,7411,,1
285,36,Undirected,7412,,1
286,24,Undirected,7413,,1
287,24,Undirected,7414,,1
288,334,Undirected,7415,,1
289,36,Undirected,7416,,1
290,225,Undirected,7417,,1
291,335,Undirected,7418,,1
291,334,Undirected,7419,,1
291,336,Undirected,7420,,1
291,337,Undirected,7421,,1
291,77,Undirected,7422,,1
291,46,Undirected,7423,,1
291,338,Undirected,7424,,1
292,339,Undirected,7425,,1
293,340,Undirected,7426,,1
294,248,Undirected,7427,,1
294,257,Undirected,7428,,1
295,175,Undirected,7429,,1
296,341,Undirected,7430,,1
297,341,Undirected,7431,,1
297,107,Undirected,7432,,1
298,341,Undirected,7433,,1
299,30,Undirected,7434,,1
299,77,Undirected,7435,,1
300,26,Undirected,7436,,1
301,255,Undirected,7437,,1
302,50,Undirected,7438,,1
303,104,Undirected,7439,,1
303,107,Undirected,7440,,1
303,108,Undirected,7441,,1
304,78,Undirected,7442,,1
304,314,Undirected,7443,,1
304,342,Undirected,7444,,1
304,23,Undirected,7445,,1
305,313,Undirected,7446,,1
305,14,Undirected,7447,,1
306,43,Undirected,7448,,1
307,181,Undirected,7449,,1
308,343,Undirected,7450,,1
309,17,Undirected,7451,,1
310,344,Undirected,7452,,1
311,161,Undirected,7453,,1
312,345,Undirected,7454,,1
313,169,Undirected,7455,,1
313,346,Undirected,7456,,1
314,343,Undirected,7457,,1
315,347,Undirected,7458,,1
315,348,Undirected,7459,,1
316,71,Undirected,7460,,1
317,217,Undirected,7461,,1
318,293,Undirected,7462,,1
319,82,Undirected,7463,,1
320,11,Undirected,7464,,1
321,301,Undirected,7465,,1
322,332,Undirected,7466,,1
323,349,Undirected,7467,,1
324,300,Undirected,7468,,1
325,350,Undirected,7469,,1
326,67,Undirected,7470,,1
326,65,Undirected,7471,,1
327,269,Undirected,7472,,1
328,69,Undirected,7473,,1
329,248,Undirected,7474,,1
330,136,Undirected,7475,,1
331,258,Undirected,7476,,1
331,39,Undirected,7477,,1
332,39,Undirected,7478,,1
333,351,Undirected,7479,,1
333,352,Undirected,7480,,1
333,117,Undirected,7481,,1
333,353,Undirected,7482,,1
334,241,Undirected,7483,,1
334,322,Undirected,7484,,1
335,40,Undirected,7485,,1
335,151,Undirected,7486,,1
336,40,Undirected,7487,,1
336,354,Undirected,7488,,1
336,322,Undirected,7489,,1
336,355,Undirected,7490,,1
336,356,Undirected,7491,,1
336,357,Undirected,7492,,1
336,46,Undirected,7493,,1
336,358,Undirected,7494,,1
336,4,Undirected,7495,,1
337,67,Undirected,7496,,1
338,14,Undirected,7497,,1
338,25,Undirected,7498,,1
339,161,Undirected,7499,,1
340,161,Undirected,7500,,1
341,359,Undirected,7501,,1
342,360,Undirected,7502,,1
343,300,Undirected,7503,,1
343,111,Undirected,7504,,1
343,361,Undirected,7505,,1
343,39,Undirected,7506,,1
344,362,Undirected,7507,,1
344,363,Undirected,7508,,1
344,315,Undirected,7509,,1
344,364,Undirected,7510,,1
344,365,Undirected,7511,,1
345,366,Undirected,7512,,1
345,367,Undirected,7513,,1
345,340,Undirected,7514,,1
345,368,Undirected,7515,,1
346,95,Undirected,7516,,1
347,52,Undirected,7517,,1
348,68,Undirected,7518,,1
349,290,Undirected,7519,,1
350,369,Undirected,7520,,1
351,370,Undirected,7521,,1
351,129,Undirected,7522,,1
351,321,Undirected,7523,,1
351,371,Undirected,7524,,1
352,372,Undirected,7525,,1
352,302,Undirected,7526,,1
352,373,Undirected,7527,,1
353,374,Undirected,7528,,1
354,375,Undirected,7529,,1
354,376,Undirected,7530,,1
355,162,Undirected,7531,,1
356,79,Undirected,7532,,1
356,187,Undirected,7533,,1
356,377,Undirected,7534,,1
356,14,Undirected,7535,,1
356,80,Undirected,7536,,1
356,23,Undirected,7537,,1
356,378,Undirected,7538,,1
356,379,Undirected,7539,,1
356,162,Undirected,7540,,1
356,380,Undirected,7541,,1
356,206,Undirected,7542,,1
357,266,Undirected,7543,,1
357,381,Undirected,7544,,1
358,217,Undirected,7545,,1
359,279,Undirected,7546,,1
360,24,Undirected,7547,,1
361,14,Undirected,7548,,1
361,19,Undirected,7549,,1
362,220,Undirected,7550,,1
362,115,Undirected,7551,,1
362,319,Undirected,7552,,1
363,61,Undirected,7553,,1
363,382,Undirected,7554,,1
363,109,Undirected,7555,,1
364,152,Undirected,7556,,1
365,43,Undirected,7557,,1
365,383,Undirected,7558,,1
366,36,Undirected,7559,,1
367,251,Undirected,7560,,1
368,87,Undirected,7561,,1
369,211,Undirected,7562,,1
370,384,Undirected,7563,,1
370,211,Undirected,7564,,1
370,385,Undirected,7565,,1
371,386,Undirected,7566,,1
371,387,Undirected,7567,,1
372,301,Undirected,7568,,1
373,388,Undirected,7569,,1
374,33,Undirected,7570,,1
375,282,Undirected,7571,,1
376,60,Undirected,7572,,1
377,88,Undirected,7573,,1
378,263,Undirected,7574,,1
379,389,Undirected,7575,,1
380,390,Undirected,7576,,1
381,391,Undirected,7577,,1
381,86,Undirected,7578,,1
381,158,Undirected,7579,,1
381,392,Undirected,7580,,1
381,393,Undirected,7581,,1
381,394,Undirected,7582,,1
382,391,Undirected,7583,,1
383,392,Undirected,7584,,1
384,83,Undirected,7585,,1
384,154,Undirected,7586,,1
384,343,Undirected,7587,,1
384,269,Undirected,7588,,1
384,262,Undirected,7589,,1
384,353,Undirected,7590,,1
385,372,Undirected,7591,,1
386,161,Undirected,7592,,1
387,236,Undirected,7593,,1
388,395,Undirected,7594,,1
389,181,Undirected,7595,,1
390,396,Undirected,7596,,1
391,206,Undirected,7597,,1
392,277,Undirected,7598,,1
392,397,Undirected,7599,,1
392,398,Undirected,7600,,1
393,397,Undirected,7601,,1
394,399,Undirected,7602,,1
395,400,Undirected,7603,,1
396,401,Undirected,7604,,1
396,93,Undirected,7605,,1
396,402,Undirected,7606,,1
396,188,Undirected,7607,,1
396,110,Undirected,7608,,1
397,153,Undirected,7609,,1
397,403,Undirected,7610,,1
397,188,Undirected,7611,,1
397,332,Undirected,7612,,1
398,138,Undirected,7613,,1
398,304,Undirected,7614,,1
399,232,Undirected,7615,,1
400,46,Undirected,7616,,1
400,404,Undirected,7617,,1
401,24,Undirected,7618,,1
402,405,Undirected,7619,,1
403,406,Undirected,7620,,1
404,407,Undirected,7621,,1
404,408,Undirected,7622,,1
404,189,Undirected,7623,,1
404,55,Undirected,7624,,1
404,169,Undirected,7625,,1
404,51,Undirected,7626,,1
404,409,Undirected,7627,,1
404,73,Undirected,7628,,1
404,405,Undirected,7629,,1
404,406,Undirected,7630,,1
405,410,Undirected,7631,,1
405,55,Undirected,7632,,1
405,169,Undirected,7633,,1
405,411,Undirected,7634,,1
406,318,Undirected,7635,,1
406,189,Undirected,7636,,1
406,120,Undirected,7637,,1
407,51,Undirected,7638,,1
408,153,Undirected,7639,,1
409,95,Undirected,7640,,1
410,412,Undirected,7641,,1
410,369,Undirected,7642,,1
410,274,Undirected,7643,,1
410,413,Undirected,7644,,1
411,414,Undirected,7645,,1
411,415,Undirected,7646,,1
411,416,Undirected,7647,,1
412,104,Undirected,7648,,1
412,106,Undirected,7649,,1
413,95,Undirected,7650,,1
413,218,Undirected,7651,,1
413,417,Undirected,7652,,1
413,418,Undirected,7653,,1
413,383,Undirected,7654,,1
413,419,Undirected,7655,,1
414,420,Undirected,7656,,1
414,388,Undirected,7657,,1
414,339,Undirected,7658,,1
414,421,Undirected,7659,,1
414,349,Undirected,7660,,1
414,320,Undirected,7661,,1
414,422,Undirected,7662,,1
415,407,Undirected,7663,,1
415,408,Undirected,7664,,1
416,290,Undirected,7665,,1
417,61,Undirected,7666,,1
418,79,Undirected,7667,,1
418,187,Undirected,7668,,1
419,44,Undirected,7669,,1
420,423,Undirected,7670,,1
420,424,Undirected,7671,,1
421,425,Undirected,7672,,1
422,425,Undirected,7673,,1
423,425,Undirected,7674,,1
424,81,Undirected,7675,,1
424,47,Undirected,7676,,1
425,43,Undirected,7677,,1
425,95,Undirected,7678,,1
425,426,Undirected,7679,,1
425,427,Undirected,7680,,1
425,428,Undirected,7681,,1
425,429,Undirected,7682,,1
425,218,Undirected,7683,,1
425,59,Undirected,7684,,1
425,430,Undirected,7685,,1
425,417,Undirected,7686,,1
425,96,Undirected,7687,,1
425,235,Undirected,7688,,1
425,431,Undirected,7689,,1
425,110,Undirected,7690,,1
425,419,Undirected,7691,,1
425,432,Undirected,7692,,1
425,317,Undirected,7693,,1
425,94,Undirected,7694,,1
426,398,Undirected,7695,,1
427,294,Undirected,7696,,1
428,433,Undirected,7697,,1
429,434,Undirected,7698,,1
430,435,Undirected,7699,,1
431,257,Undirected,7700,,1
432,33,Undirected,7701,,1
433,80,Undirected,7702,,1
434,436,Undirected,7703,,1
435,437,Undirected,7704,,1
435,39,Undirected,7705,,1
436,161,Undirected,7706,,1
437,405,Undirected,7707,,1
437,406,Undirected,7708,,1
438,87,Undirected,7709,,1
439,263,Undirected,7710,,1
439,14,Undirected,7711,,1
439,432,Undirected,7712,,1
440,181,Undirected,7713,,1
441,433,Undirected,7714,,1
441,185,Undirected,7715,,1
442,438,Undirected,7716,,1
443,225,Undirected,7717,,1
444,78,Undirected,7718,,1
445,78,Undirected,7719,,1
446,78,Undirected,7720,,1
447,94,Undirected,7721,,1
448,241,Undirected,7722,,1
449,95,Undirected,7723,,1
449,21,Undirected,7724,,1
450,439,Undirected,7725,,1
451,114,Undirected,7726,,1
452,440,Undirected,7727,,1
452,117,Undirected,7728,,1
452,441,Undirected,7729,,1
453,442,Undirected,7730,,1
454,442,Undirected,7731,,1
454,390,Undirected,7732,,1
455,442,Undirected,7733,,1
456,67,Undirected,7734,,1
457,181,Undirected,7735,,1
458,443,Undirected,7736,,1
459,77,Undirected,7737,,1
460,413,Undirected,7738,,1
461,388,Undirected,7739,,1
462,62,Undirected,7740,,1
463,62,Undirected,7741,,1
464,62,Undirected,7742,,1
465,251,Undirected,7743,,1
466,54,Undirected,7744,,1
466,309,Undirected,7745,,1
466,242,Undirected,7746,,1
467,29,Undirected,7747,,1
468,112,Undirected,7748,,1
469,262,Undirected,7749,,1
470,249,Undirected,7750,,1
470,44,Undirected,7751,,1
471,22,Undirected,7752,,1
472,189,Undirected,7753,,1
472,444,Undirected,7754,,1
472,445,Undirected,7755,,1
473,153,Undirected,7756,,1
474,446,Undirected,7757,,1
474,447,Undirected,7758,,1
474,389,Undirected,7759,,1
474,448,Undirected,7760,,1
474,449,Undirected,7761,,1
474,450,Undirected,7762,,1
474,219,Undirected,7763,,1
474,451,Undirected,7764,,1
474,117,Undirected,7765,,1
475,14,Undirected,7766,,1
476,410,Undirected,7767,,1
476,405,Undirected,7768,,1
477,153,Undirected,7769,,1
478,243,Undirected,7770,,1
479,161,Undirected,7771,,1
480,30,Undirected,7772,,1
481,388,Undirected,7773,,1
481,262,Undirected,7774,,1
482,435,Undirected,7775,,1
483,339,Undirected,7776,,1
484,153,Undirected,7777,,1
485,452,Undirected,7778,,1
486,29,Undirected,7779,,1
487,153,Undirected,7780,,1
488,447,Undirected,7781,,1
489,190,Undirected,7782,,1
490,453,Undirected,7783,,1
490,432,Undirected,7784,,1
491,451,Undirected,7785,,1
492,451,Undirected,7786,,1
493,50,Undirected,7787,,1
494,212,Undirected,7788,,1
495,13,Undirected,7789,,1
496,112,Undirected,7790,,1
497,454,Undirected,7791,,1
497,455,Undirected,7792,,1
497,28,Undirected,7793,,1
497,456,Undirected,7794,,1
497,43,Undirected,7795,,1
497,95,Undirected,7796,,1
497,383,Undirected,7797,,1
497,210,Undirected,7798,,1
497,287,Undirected,7799,,1
498,14,Undirected,7800,,1
499,19,Undirected,7801,,1
500,457,Undirected,7802,,1
501,458,Undirected,7803,,1
502,459,Undirected,7804,,1
502,460,Undirected,7805,,1
502,461,Undirected,7806,,1
502,458,Undirected,7807,,1
502,457,Undirected,7808,,1
503,344,Undirected,7809,,1
504,115,Undirected,7810,,1
506,86,Undirected,7812,,1
507,356,Undirected,7813,,1
508,382,Undirected,7814,,1
509,361,Undirected,7815,,1
510,445,Undirected,7816,,1
511,90,Undirected,7817,,1
511,172,Undirected,7818,,1
512,462,Undirected,7819,,1
512,463,Undirected,7820,,1
512,221,Undirected,7821,,1
513,464,Undirected,7822,,1
513,465,Undirected,7823,,1
514,384,Undirected,7824,,1
